split,fish_type,file_name
train,fish_01,fish_003568615517_26746.png
train,fish_01,fish_003568665517_26730.png
train,fish_01,fish_003568685517_26744.png
train,fish_01,fish_003571495521_12226.png
train,fish_01,fish_003571675521_13016.png
train,fish_01,fish_003571745521_26069.png
train,fish_01,fish_003571825521_23587.png
train,fish_01,fish_003571965521_25464.png
train,fish_01,fish_003571995521_23676.png
train,fish_01,fish_003582335544_13813.png
train,fish_01,fish_003586455569_24190.png
train,fish_01,fish_003586525569_15453.png
train,fish_01,fish_003586625569_12872.png
train,fish_01,fish_003586685569_23151.png
train,fish_01,fish_003586725569_12853.png
train,fish_01,fish_003586905569_23858.png
train,fish_01,fish_003586985569_23850.png
train,fish_01,fish_003587185569_22173.png
train,fish_01,fish_003590685585_27027.png
train,fish_01,fish_003590865585_20847.png
train,fish_01,fish_003590975585_19091.png
train,fish_01,fish_003591155585_11011.png
train,fish_01,fish_003591315585_25283.png
train,fish_01,fish_003591345585_26194.png
train,fish_01,fish_003591765585_19202.png
train,fish_01,fish_003597195595_12043.png
train,fish_01,fish_003599995598_26523.png
train,fish_01,fish_003600005598_09566.png
train,fish_01,fish_003600135598_17364.png
train,fish_01,fish_003604435609_10544.png
train,fish_01,fish_003604665610_10323.png
train,fish_01,fish_003607155612_10382.png
train,fish_01,fish_003607225612_18630.png
train,fish_01,fish_003608925618_10324.png
train,fish_01,fish_003609045618_17759.png
train,fish_01,fish_003609085618_24435.png
train,fish_01,fish_003614965628_27061.png
train,fish_01,fish_003615045628_18972.png
train,fish_01,fish_003615175628_21519.png
train,fish_01,fish_003616365630_21663.png
train,fish_01,fish_003616675630_19904.png
train,fish_01,fish_003621045640_10113.png
train,fish_01,fish_003623005641_10586.png
train,fish_01,fish_003624875644_24823.png
train,fish_01,fish_003625505651_24882.png
train,fish_01,fish_003628975658_14801.png
train,fish_01,fish_003629405658_14877.png
train,fish_01,fish_003633295671_25303.png
train,fish_01,fish_003633475671_26080.png
train,fish_01,fish_003645395716_22362.png
train,fish_01,fish_003645465716_22831.png
train,fish_01,fish_003645525716_22507.png
train,fish_01,fish_003645755716_12244.png
train,fish_01,fish_003645895716_14793.png
train,fish_01,fish_003645915716_10013.png
train,fish_01,fish_003646145716_12849.png
train,fish_01,fish_003646185716_14145.png
train,fish_01,fish_003646295718_20156.png
train,fish_01,fish_003646525718_23579.png
train,fish_01,fish_003650245725_12949.png
train,fish_01,fish_003651995728_22553.png
train,fish_01,fish_003653865736_21516.png
train,fish_01,fish_003657955752_25484.png
train,fish_01,fish_003658015752_24720.png
train,fish_01,fish_003658055752_12065.png
train,fish_01,fish_003658075752_25455.png
train,fish_01,fish_003658125752_17291.png
train,fish_01,fish_003658425752_20341.png
train,fish_01,fish_003658515752_25261.png
train,fish_01,fish_003658575752_20853.png
train,fish_01,fish_003661695760_10289.png
train,fish_01,fish_003665255765_23381.png
train,fish_01,fish_003665325765_15656.png
train,fish_01,fish_003665415765_14708.png
train,fish_01,fish_003669315772_22433.png
train,fish_01,fish_003678585781_14930.png
train,fish_01,fish_003678745781_20747.png
train,fish_01,fish_003680045782_09952.png
train,fish_01,fish_003680655782_24576.png
train,fish_01,fish_003681415782_15346.png
train,fish_01,fish_003682415784_17224.png
train,fish_01,fish_003683105784_14735.png
train,fish_01,fish_003689515794_21737.png
train,fish_01,fish_003689785794_21762.png
train,fish_01,fish_003692095800_19071.png
train,fish_01,fish_003693625804_10510.png
train,fish_01,fish_003693835805_27065.png
train,fish_01,fish_003693955805_25263.png
train,fish_01,fish_003693985804_18525.png
train,fish_01,fish_003693995805_27075.png
train,fish_01,fish_003694105805_21733.png
train,fish_01,fish_003695735806_09179.png
train,fish_01,fish_003698265825_25494.png
train,fish_01,fish_003698725825_26559.png
train,fish_01,fish_003698755825_26558.png
train,fish_01,fish_003698775825_15879.png
train,fish_01,fish_003700895834_23338.png
train,fish_01,fish_003701055834_17379.png
train,fish_01,fish_003701145834_21487.png
train,fish_01,fish_003701235834_20920.png
train,fish_01,fish_003701575834_13811.png
train,fish_01,fish_003701715833_15283.png
train,fish_01,fish_003701745833_22854.png
train,fish_01,fish_003702105833_10009.png
train,fish_01,fish_003707155844_18487.png
train,fish_01,fish_003707215844_25285.png
train,fish_01,fish_003710795846_25446.png
train,fish_01,fish_003713435850_25182.png
train,fish_01,fish_003713665850_17303.png
train,fish_01,fish_003714895855_10879.png
train,fish_01,fish_003715135857_23182.png
train,fish_01,fish_003715165857_24766.png
train,fish_01,fish_003715185857_17584.png
train,fish_01,fish_003715195857_24958.png
train,fish_01,fish_003715285857_24922.png
train,fish_01,fish_003715395857_24598.png
train,fish_01,fish_003715465857_23158.png
train,fish_01,fish_003715555857_16497.png
train,fish_01,fish_003717395859_14812.png
train,fish_01,fish_003717405859_24543.png
train,fish_01,fish_003717495859_21678.png
train,fish_01,fish_003717575859_26090.png
train,fish_01,fish_003717735859_24820.png
train,fish_01,fish_003718115859_14878.png
train,fish_01,fish_003725465874_23359.png
train,fish_01,fish_003725475874_15110.png
train,fish_01,fish_003725505873_22869.png
train,fish_01,fish_003725545873_12352.png
train,fish_01,fish_003725795874_22527.png
train,fish_01,fish_003730545880_25516.png
train,fish_01,fish_003734855888_24669.png
train,fish_01,fish_003735555894_25429.png
train,fish_01,fish_003735635894_20773.png
train,fish_01,fish_003735735894_25142.png
train,fish_01,fish_003736085894_24503.png
train,fish_01,fish_003737215897_20343.png
train,fish_01,fish_003743475926_15098.png
train,fish_01,fish_003744905931_14013.png
train,fish_01,fish_003745305931_26357.png
train,fish_01,fish_003745495931_13827.png
train,fish_01,fish_003745555931_10194.png
train,fish_01,fish_003747405940_16432.png
train,fish_01,fish_003747705940_26569.png
train,fish_01,fish_003747715940_22606.png
train,fish_01,fish_003755545976_26124.png
train,fish_01,fish_003756185976_26108.png
train,fish_01,fish_003756195976_26249.png
train,fish_01,fish_003756235977_22806.png
train,fish_01,fish_003762095989_25490.png
train,fish_01,fish_003762345989_18103.png
train,fish_01,fish_003763915996_14926.png
train,fish_01,fish_003764575997_09948.png
train,fish_01,fish_003766355999_26409.png
train,fish_01,fish_003768016001_17399.png
train,fish_01,fish_003776146025_22617.png
train,fish_01,fish_003778946033_25512.png
train,fish_01,fish_003778956033_23236.png
train,fish_01,fish_003779046033_27000.png
train,fish_01,fish_003779086033_17216.png
train,fish_01,fish_003780546038_25203.png
train,fish_01,fish_003780566038_18690.png
train,fish_01,fish_003780646038_10681.png
train,fish_01,fish_003780676038_16618.png
train,fish_01,fish_003780716038_21043.png
train,fish_01,fish_003780736038_18386.png
train,fish_01,fish_003780816038_25564.png
train,fish_01,fish_003782176043_13215.png
train,fish_01,fish_003782616043_12608.png
train,fish_01,fish_003790976075_12807.png
train,fish_01,fish_003791276075_22857.png
train,fish_01,fish_003791466075_12767.png
train,fish_01,fish_003791606075_09955.png
train,fish_01,fish_003791826075_23473.png
train,fish_01,fish_003791866075_23465.png
train,fish_01,fish_003791876075_15173.png
train,fish_01,fish_003793056077_10571.png
train,fish_01,fish_003796636085_24514.png
train,fish_01,fish_003796736085_23573.png
train,fish_01,fish_003796836085_17361.png
train,fish_01,fish_003796916085_19936.png
train,fish_01,fish_003796926085_17318.png
train,fish_01,fish_003796936085_17430.png
train,fish_01,fish_003796956085_24791.png
train,fish_01,fish_003800996101_20048.png
train,fish_01,fish_003801296101_27148.png
train,fish_01,fish_003803876104_12935.png
train,fish_01,fish_003803936104_24881.png
train,fish_01,fish_003804056104_21931.png
train,fish_01,fish_003805456105_13946.png
train,fish_01,fish_003805686105_13950.png
train,fish_01,fish_003806766110_25399.png
train,fish_01,fish_003807086110_23319.png
train,fish_01,fish_003809766114_22753.png
train,fish_01,fish_003812836120_15709.png
train,fish_01,fish_003813286120_18326.png
train,fish_01,fish_003813316120_16334.png
train,fish_01,fish_003813696123_24661.png
train,fish_01,fish_003814136124_24336.png
train,fish_01,fish_003814436124_24655.png
train,fish_01,fish_003814636124_14056.png
train,fish_01,fish_003814726124_11078.png
train,fish_01,fish_003815136124_25147.png
train,fish_01,fish_003817406126_18150.png
train,fish_01,fish_003817426126_24801.png
train,fish_01,fish_003817546126_16552.png
train,fish_01,fish_003819426127_25000.png
train,fish_01,fish_003819526127_25393.png
train,fish_01,fish_003819576127_27237.png
train,fish_01,fish_003819656127_25361.png
train,fish_01,fish_003819806127_23173.png
train,fish_01,fish_003819896127_14353.png
train,fish_01,fish_003820006127_21849.png
train,fish_01,fish_003821986135_11568.png
train,fish_01,fish_003822026135_24751.png
train,fish_01,fish_003825746156_18838.png
train,fish_01,fish_003825756156_15721.png
train,fish_01,fish_003825916156_25492.png
train,fish_01,fish_003826196156_24776.png
train,fish_01,fish_003826696156_25471.png
train,fish_01,fish_003827406157_13868.png
train,fish_01,fish_003832486168_15995.png
train,fish_01,fish_003832826168_24911.png
train,fish_01,fish_003833136168_11185.png
train,fish_01,fish_003833306168_17382.png
train,fish_01,fish_003833436168_22474.png
train,fish_01,fish_003836876177_25468.png
train,fish_01,fish_003837126178_24734.png
train,fish_01,fish_003837186178_24786.png
train,fish_01,fish_003838236180_24654.png
train,fish_01,fish_003838376180_17593.png
train,fish_01,fish_003839606184_20450.png
train,fish_01,fish_003839736184_22938.png
train,fish_01,fish_003840686187_13927.png
train,fish_01,fish_003841116187_09759.png
train,fish_01,fish_003841366187_20823.png
train,fish_01,fish_003841536187_10460.png
train,fish_01,fish_003843416191_23275.png
train,fish_01,fish_003843576191_26395.png
train,fish_01,fish_003843596191_25888.png
train,fish_01,fish_003843686191_16613.png
train,fish_01,fish_003843726191_13911.png
train,fish_01,fish_003843806191_25400.png
train,fish_01,fish_003843866191_10615.png
train,fish_01,fish_003844006191_24706.png
train,fish_01,fish_003845506197_16689.png
train,fish_01,fish_003846396198_24257.png
train,fish_01,fish_003848966201_20585.png
train,fish_01,fish_003849076201_14015.png
train,fish_01,fish_003849106201_08947.png
train,fish_01,fish_003850096208_23270.png
train,fish_01,fish_003850236208_25495.png
train,fish_01,fish_003852796215_24704.png
train,fish_01,fish_003865126237_16597.png
train,fish_01,fish_003868226240_09238.png
train,fish_01,fish_003873666251_26739.png
train,fish_01,fish_003876496270_22813.png
train,fish_01,fish_003878296276_26323.png
train,fish_01,fish_003878366276_09783.png
train,fish_01,fish_003878696276_09801.png
train,fish_01,fish_003879106276_10367.png
train,fish_01,fish_003882946287_22804.png
train,fish_01,fish_003883286287_22795.png
train,fish_01,fish_003887566298_12363.png
train,fish_01,fish_003888036299_17582.png
train,fish_01,fish_003888756299_12995.png
train,fish_01,fish_003889026299_09790.png
train,fish_01,fish_003891556306_16492.png
train,fish_01,fish_003891696306_24099.png
train,fish_01,fish_003891986306_26510.png
train,fish_01,fish_003892026306_18402.png
train,fish_01,fish_003892086306_25560.png
train,fish_01,fish_003892476306_25205.png
train,fish_01,fish_003892496306_24878.png
train,fish_01,fish_003896036309_13901.png
train,fish_01,fish_003896196309_26706.png
train,fish_01,fish_003906766336_18584.png
train,fish_01,fish_003907046336_13942.png
train,fish_01,fish_003907526336_23286.png
train,fish_01,fish_003909726343_09961.png
train,fish_01,fish_003909746343_22224.png
train,fish_01,fish_003910086343_21831.png
train,fish_01,fish_003910286343_17353.png
train,fish_01,fish_003910386343_27074.png
train,fish_01,fish_003910646343_20384.png
train,fish_01,fish_003910696343_22536.png
train,fish_01,fish_003910926343_27153.png
train,fish_01,fish_003910936343_21832.png
train,fish_01,fish_003911176343_18410.png
train,fish_01,fish_003911206343_18516.png
train,fish_01,fish_003916066354_26228.png
train,fish_01,fish_003916126353_12227.png
train,fish_01,fish_003916136353_14161.png
train,fish_01,fish_003917676356_22858.png
train,fish_01,fish_003917766356_14169.png
